Data ID,Classification,Confidence Score,Detailed Justification
D7533,Warning,0.75,Email contains executable attachment with high exfiltration behavior score (0.62) indicating potential data theft capability. Despite passing SPF/DKIM authentication legitimate sender indicators authentication may be compromised. No specific request type detected but executable content poses security risk requiring user caution.
D7534,Malicious,0.90,Email exhibits classic phishing characteristics with gift card request type combined with failed SPF/DKIM authentication indicating sender spoofing. Domain reputation score of 0.59 suggests compromised or suspicious sending infrastructure. Authentication failures with social engineering request type represents clear malicious intent.
D7535,Spam,0.70,Email contains meeting request with multiple links (4) and DKIM policy issues suggesting potential spam campaign. While SPF passes the combination of meeting request type with authentication inconsistencies and link volume indicates unsolicited or suspicious meeting invitations commonly used in spam operations.
D7536,No Action,0.85,Email shows minimal threat indicators with very low reputation scores domain confidence and authentication issues. Failed SPF suggests some sender verification problems but absence of specific request types executable content or high-risk behavioral patterns indicates normal email requiring no security action.
D7537,Spam,0.85,Email exhibits high spam content score (0.90) with significant metadata suspicious indicators (0.66) and moderate AMSI suspicion score (0.39). Authentication failures across SPF and DMARC with only DKIM passing suggest compromised or suspicious sender. High spam characteristics combined with suspicious metadata patterns indicate bulk unsolicited messaging.
D7538,Warning,0.80,Email contains concerning behavioral indicators including network calls on file open and moderate exfiltration behavior score (0.28). Extended sandbox execution time of 46.5 seconds suggests potential time-delayed or evasive behavior. While authentication shows mixed results the combination of network callbacks and suspicious execution patterns requires security attention.
D7539,Warning,0.75,Email contains VPN/MFA reset request type which is commonly used in credential harvesting attacks. Despite passing SPF authentication and having minimal threat scores the specific request type for VPN or MFA reset represents a significant social engineering risk requiring user verification before action.
D7540,No Action,0.90,Email shows minimal security concerns with very low threat indicators across all categories. Authentication passes for SPF with no specific request types detected and negligible suspicious scores. All behavioral and content analysis indicators suggest legitimate correspondence requiring no security intervention.
D7541,Warning,0.70,Email contains meeting request with high sender temp email likelihood (0.65) and multiple authentication failures including SPF DKIM and DMARC. The combination of disposable email characteristics with meeting requests and authentication failures suggests potential social engineering or spam campaign requiring caution.
D7542,Malicious,0.85,Email exhibits bank detail update request type indicating business email compromise attempt. Financial modification requests combined with authentication inconsistencies represent clear malicious intent designed to redirect payments to attacker-controlled accounts requiring immediate blocking.
D7543,Malicious,0.80,Email contains invoice verification request with failed SPF and DMARC authentication indicating business email compromise attempt. Financial verification requests with authentication failures represent clear malicious intent to manipulate payment processes requiring immediate blocking.
D7544,No Action,0.80,Email shows minimal threat indicators despite having multiple links (4) and some authentication issues. The absence of specific request types combined with low behavioral scores and reasonable reputation metrics indicates normal business communication requiring no security action.
D7545,Malicious,0.85,Email contains bank detail update request with self-signed SSL certificate and authentication failures indicating business email compromise attempt. Financial modification requests with certificate validity issues represent clear malicious intent to redirect banking details to attacker accounts.
D7546,Malicious,0.85,Email exhibits gift card request with high AMSI suspicion score (0.55) significant metadata suspicious score (0.17) and expired SSL certificate. Multiple authentication failures combined with social engineering request type and security certificate issues represent clear malicious intent characteristic of phishing campaigns.
D7547,Warning,0.75,Email shows high metadata suspicious score (0.73) and moderate behavioral sandbox scores with content spam indicators (0.26). Despite passing SPF authentication the combination of suspicious file metadata and behavioral analysis results suggests potential threat requiring security attention and user caution.
D7548,Warning,0.80,Email contains high behavioral sandbox score (0.39) significant exfiltration behavior score (0.82) and extended sandbox execution time (279 seconds). Multiple suspicious behavioral indicators including embedded files and expired SSL certificate suggest potential malware or data exfiltration capability requiring immediate attention.
D7549,No Action,0.85,Email exhibits moderate sender temp email likelihood but shows minimal threat scores across behavioral and content analysis. Despite having multiple links the absence of specific request types and low suspicious indicators suggest normal communication requiring no security intervention.
D7550,Warning,0.70,Email contains urgent callback request type with multiple links which represents social engineering tactics. Despite low threat scores the specific request for urgent callback combined with link presence suggests potential phone-based fraud scheme requiring user verification.
D7551,No Action,0.75,Email shows high sender temp email likelihood (0.45) but demonstrates strong authentication with passed SPF and DMARC. Absence of specific request types and low behavioral threat scores indicate legitimate correspondence from temporary email service requiring no action.
D7552,Warning,0.80,Email exhibits moderate behavioral sandbox score (0.55) with reply path known malicious flag set. The combination of suspicious behavioral analysis results with confirmed malicious reply path suggests potential threat with dangerous response redirection requiring security attention.
D7553,No Action,0.85,Email shows minimal threat indicators with low behavioral scores and no specific request types detected. Despite some authentication inconsistencies the absence of suspicious content patterns or high-risk behavioral indicators suggests normal business communication requiring no security intervention.
D7554,No Action,0.90,Email exhibits minimal threat indicators across all detection categories with very low behavioral scores and no specific request types. Authentication failures appear minor and overall risk profile suggests legitimate correspondence requiring no security action.
D7555,Malicious,0.80,Email contains gift card request with self-signed SSL certificate and high domain reputation concerns. The combination of social engineering request type with certificate validity issues and moderate authentication problems represents clear phishing attempt requiring immediate blocking.
D7556,Malicious,0.90,Email exhibits bank detail update request with domain known malicious flag confirming threat actor infrastructure. Financial modification requests from confirmed malicious domains represent clear business email compromise attempt requiring immediate blocking and investigation.
D7557,Warning,0.70,Email exhibits high sender temp email likelihood (0.82) with expired SSL certificate and moderate domain reputation issues. Multiple authentication failures combined with certificate validity concerns suggest potential suspicious activity requiring security attention despite minimal behavioral scores.
D7558,Malicious,0.95,Email contains exploit pattern detection with domain known malicious flag and high metadata suspicious score (0.79). Confirmed malicious infrastructure combined with exploit patterns represents active attack requiring immediate blocking and security response.
D7559,No Action,0.80,Email shows moderate behavioral scores but lacks specific request types and maintains reasonable authentication status. The absence of high-risk patterns and minimal content spam indicators suggest normal business communication requiring no security intervention despite some behavioral analysis concerns.
D7560,Warning,0.75,Email exhibits moderate metadata suspicious score (0.40) with unscannable attachment present and authentication issues. The combination of unscannable content with suspicious metadata patterns and SPF softfail suggests potential threat concealment requiring security attention.
D7561,Malicious,0.85,Email contains wire transfer request indicating business email compromise attempt. Financial transfer requests combined with URL shortener obfuscation represent clear malicious intent to defraud through unauthorized money transfers requiring immediate blocking.
D7562,Malicious,0.80,Email contains invoice verification request indicating business email compromise attempt. Financial verification requests with multiple links represent clear malicious intent to manipulate payment authorization processes requiring immediate blocking.
D7563,Malicious,0.85,Email exhibits wire transfer request with high domain reputation issues (0.63) moderate behavioral scores and reply path known malicious flag. The combination of financial request type with confirmed malicious infrastructure represents clear business email compromise attempt requiring immediate blocking.
D7564,Malicious,0.90,Email contains invoice payment request with extremely high metadata suspicious score (0.96) indicating business email compromise attempt. Financial payment requests with maximum suspicious metadata represent clear malicious intent requiring immediate blocking.
D7565,Warning,0.80,Email shows urgent callback request with high domain reputation concerns and moderate behavioral sandbox scores. The combination of social engineering request type with reputation issues and suspicious behavioral patterns suggests potential phone-based fraud scheme requiring security attention.
D7566,Malicious,0.95,Email exhibits VPN/MFA reset request from domain known malicious with high metadata suspicious score (0.73). Credential harvesting attempts from confirmed malicious infrastructure represent sophisticated attack requiring immediate blocking and security alert.
D7567,No Action,0.80,Email shows minimal threat indicators with low behavioral scores and no specific request types detected. Despite SSL certificate mismatch issues the absence of suspicious content patterns or high-risk behavioral indicators suggests normal communication requiring no security action.
D7568,Warning,0.75,Email contains moderate behavioral scores with IOC count detection and multiple links present. The combination of indicators of compromise with link presence and moderate suspicious patterns suggests potential threat requiring security attention and user caution.
D7569,Warning,0.80,Email exhibits high content spam score (0.85) with executable attachment present and moderate AMSI suspicion score (0.44). The combination of executable content with high spam characteristics and suspicious script analysis suggests potential malware delivery requiring security attention.
D7570,Warning,0.75,Email contains legal threat request type with high sender temp email likelihood (0.52) and moderate reputation concerns. The combination of intimidation tactics with disposable email characteristics suggests social engineering attempt requiring verification before response.
D7571,Warning,0.70,Email shows document download request with high sender temp email likelihood (0.15) and self-signed SSL certificate. The combination of file download request with certificate validity concerns suggests potential malware delivery requiring security verification before file access.
D7572,Malicious,0.80,Email exhibits gift card request with high metadata suspicious score (0.43) moderate behavioral scores and URL shortener detection. The combination of social engineering request type with suspicious metadata analysis and link obfuscation represents clear phishing attempt requiring immediate blocking.
D7573,No Action,0.75,Email shows moderate behavioral scores with YARA rule matches but lacks specific request types and maintains reasonable authentication. Despite some security analysis hits the absence of high-risk patterns suggests legitimate correspondence requiring monitoring but no immediate action.
D7574,Malicious,0.95,Email contains urgent callback request with sender known malicious and reply path known malicious flags. Confirmed malicious sender infrastructure with social engineering tactics represents active threat requiring immediate blocking and security investigation.
D7575,Malicious,0.90,Email exhibits return path known malicious flag with high domain reputation concerns (0.93). Confirmed malicious return path infrastructure represents active threat from compromised sender requiring immediate blocking and investigation.
D7576,Warning,0.70,Email contains link click request with high domain reputation issues and multiple links present. The combination of social engineering request type with reputation concerns and SSL-only encryption suggests potential phishing campaign requiring user verification before link access.
D7577,Warning,0.80,Email shows high metadata suspicious score (0.65) with network call on open detection and moderate domain reputation issues. The combination of suspicious file analysis with automatic network connections suggests potential malware or tracking capability requiring security attention.
D7578,Malicious,0.90,Email exhibits wire transfer request with extremely high metadata suspicious score (0.94) indicating business email compromise attempt. Financial transfer requests with maximum suspicious metadata represent clear malicious intent requiring immediate blocking.
D7579,Malicious,0.90,Email contains wire transfer request with final URL known malicious flag confirming threat actor infrastructure. Financial transfer requests directing to confirmed malicious URLs represent clear business email compromise attempt requiring immediate blocking.
D7580,Malicious,0.85,Email exhibits gift card request with high sender temp email likelihood (0.67) high AMSI suspicion score (0.49) and significant behavioral patterns. The combination of social engineering request type with disposable email characteristics and suspicious script analysis represents clear phishing attempt.
D7581,Warning,0.80,Email shows high sender temp email likelihood (0.47) with moderate behavioral scores and URL redirect chain detection. Despite minimal request types the combination of disposable email characteristics with link obfuscation suggests potential suspicious activity requiring security attention.
D7582,No Action,0.75,Email exhibits high domain reputation issues (0.64) but shows minimal behavioral threat scores and no specific request types. Despite reputation concerns the absence of suspicious content patterns or high-risk indicators suggests monitoring required but no immediate security action necessary.
