Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious
D7883,0,0.0243817148135432,0,0.0002838993030577,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,6.201646350636549e-07,0,1,1.2448771770326144e-05,0,6.903406359646097e-05,0.0002646666537321,0.0645961647908175,0,0,0,1.0,0,0.0066061731126463,0.5460001,legal_threat,3.3794521745788353e-10,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,1,0,0,0,0,0.8469711476039966,valid,0.2200972795905093,0.0017500537994839,0,1,0
D7884,0,0.003113429514326,0,6.93007106669672e-21,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001893265248827,0,0,4.115422552469618e-09,0,0.1605488665123738,0.0095334728537916,0.2957068947940258,0,0,0,1.0,0,0.278314990745317,0.1280937,document_download,3.747616961532357e-05,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.2,0,0,0,0,0,2.0362550468551922e-07,valid,0.0914278903836966,0.291045187908993,0,1,0
D7885,0,0.0087950950329202,0,3.653602670721091e-09,0,0,0,0.0001048039576343,0,0,0,0,5,0.2002955334989779,0.0033207556553159,0,0,0,0,0.6683355624780518,0,0,4,1.2587874214025674e-05,"[""""]",0,0,0.0010445592369142,0,0,0.2618571350691044,0,0.2613382751513753,1.4934732908290486e-06,0.0010989316889221,0,0,0,1.0,0,0.0001214748142095,0.271343,gift_card_request,0.0004642543888454,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.1,0,0,0,0,0,0.0409832195831527,valid,0.0021571079570865,3.386362142727489e-13,0,1,0
D7886,0,0.0007291291062116,0,0.0933174021265857,0,0,0,0.1096250738949923,0,0,1,0,0,3.462188976891716e-05,0.3048254889871844,0,0,0,0,0.6386517125371669,0,1,6,2.444724277304544e-80,"[""""]",0,0,8.954293677057635e-10,0,0,7.368910047881929e-08,0,0.0395877968249122,4.346595048260728e-08,0.0915134812107175,0,0,0,1.0,0,0.0335576576796119,0.564455,none,0.7283955626224233,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.2,0,0,0,0,0,0.1892354433255657,mismatch,8.414520677596919e-12,0.00907734986555,0,1,0
D7887,0,2.3406443275039863e-05,0,0.0735073868978304,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0021367571882473,0,0,0.0003126134352808,0,8.844682156957901e-07,0.3722092806074638,2.752225511502151e-06,0,0,0,0.5,0,0.0106782519721409,0.1758842,urgent_callback,0.1561173382040448,0,0,0,0,0.0,0,fail,fail,fail,1,SSL,0,0,0,0,0,1.4299351047478475e-05,valid,3.5071195804751004e-05,0.0004966871295046,0,1,0
D7888,0,0.6042949215696007,0,0.1012596771389972,0,0,0,7.165383226667943e-05,0,0,0,0,0,0.0699740599540625,0.2620939927747957,0,0,0,0,0.0791090467925466,0,0,4,3.563393978134804e-67,"[""""]",0,0,0.003170636188934,1,0,0.034708303121126,0,0.0040184417689166,7.071359528022176e-22,0.0007399741546408,0,0,0,1.0,0,0.0010024853839953,0.5226533,none,0.0054090821820299,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.0,2,0,0,0,0,1.7466432204776473e-14,expired,2.4316722129678928e-11,1.9372208992910228e-07,0,1,1
D7889,0,0.9021859524418628,0,0.3703874859170468,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,9.241767697347444e-11,0,0,3.853783317076808e-06,0,0.8866240417420799,0.0587468297339736,0.0304760114221658,0,0,0,1.0,0,0.0011234500881175,0.8544897,link_click,7.738973479982257e-14,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,0,0,0,0,0,0.5921615812091029,valid,0.0003810243102746,0.0014734331756427,0,1,0
D7890,0,9.933995587642294e-06,0,5.152760253384158e-05,0,0,0,0.0076249775949737,0,0,0,0,0,0.0496981549616889,0.2630251057312159,0,0,0,0,0.7769937356467133,0,0,4,2.095953112880208e-05,"[""""]",0,0,0.0027992852846607,0,0,0.5427773879356286,0,0.0132896639781523,2.140326376641393e-05,0.0026505036017364,0,0,0,0.5,0,0.0013775434433524,0.6437826,none,0.8270949844658435,0,0,0,0,0.0,0,fail,neutral,pass,1,TLS 1.2,0,0,0,0,0,0.0022526888224478,valid,1.5538738590722503e-14,7.691953763246676e-06,0,1,0
D7891,0,5.039490444238413e-06,0,0.8879926965036639,0,0,0,3.343064931143862e-05,0,0,0,0,0,0.0152872959495957,0.0004317739943158,1,0,0,0,0.0631540661517418,0,0,6,2.8051745713668613e-05,"[""""]",0,0,3.5983946908035635e-11,0,0,2.0632846757696517e-10,0,0.2168445177177988,1.90185600087548e-06,0.0158951102597717,0,0,0,1.0,0,0.0017061419553618,0.5172359,wire_transfer,0.0540072544223897,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.2,0,0,0,0,0,0.0006235833027006,valid,7.267605383339631e-08,0.0198625299880005,0,1,0
D7892,0,0.6868286701609767,0,0.0011451718622867,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0761921105859278,0,0,2.642038635641828e-08,0,0.1104934362543206,0.4392065654234645,0.0046049430532318,0,0,0,1.0,0,7.335035933143632e-05,0.9397137,wire_transfer,0.005932888227324,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,0,0,0,0,0,0.0294659568168991,expired,0.7301041608078966,0.0056060522389743,0,1,0
