Data ID,Classification,Confidence Score,Detailed Justification
D7633,Malicious,0.90,Email contains bank detail update request type indicating business email compromise attempt. Financial modification requests are commonly used to redirect payments to attacker-controlled accounts requiring immediate blocking regardless of domain reputation.
D7634,Malicious,0.85,Email exhibits VPN/MFA reset request with expired SSL certificate and high exfiltration behavior score (0.78). Credential harvesting attempts combined with certificate validity issues represent clear security threat requiring immediate blocking to prevent unauthorized access.
D7635,Malicious,0.95,Email contains wire transfer request with sender spoof detected flag and DNS morphing detection. Financial transfer request combined with confirmed sender spoofing and domain morphing represents sophisticated business email compromise requiring immediate blocking.
D7636,Warning,0.80,Email exhibits document download request with high behavioral sandbox score (0.61) significant exfiltration behavior (0.68) and metadata suspicious indicators. File download request with suspicious behavioral patterns requires security verification before file access.
D7637,Warning,0.75,Email shows link rewritten through redirector flag with self-signed SSL certificate and authentication failures. Link obfuscation combined with certificate validity concerns requires security verification before link access.
D7638,Malicious,0.90,Email contains sensitive data request with SMTP IP known malicious flag and DNS morphing detection. Sensitive information harvesting from confirmed malicious infrastructure represents data theft attempt requiring immediate blocking.
D7639,Warning,0.80,Email exhibits meeting request with high metadata suspicious score (0.57) unscannable attachment present and moderate behavioral indicators. Social engineering attempt with attachment analysis evasion requires verification before accepting meeting invitations.
D7640,Warning,0.75,Email shows high metadata suspicious score (0.87) with extended sandbox execution time (20.75 seconds) suggesting potential time-delayed behavior. Suspicious metadata analysis combined with evasive execution patterns requires security attention.
D7641,Warning,0.80,Email contains DNS morphing detection flag with high risk role targeted and moderate domain reputation concerns. Domain spoofing attempts targeting high-value users require verification and security attention.
D7642,Warning,0.75,Email exhibits legal threat request with malicious attachment count (6) and moderate behavioral scores. Intimidation tactics combined with multiple suspicious attachments require security verification before response.
D7643,Malicious,0.80,Email contains link click request with final URL known malicious flag and moderate sender temp email likelihood (0.32). Social engineering request directing to confirmed malicious URLs represents phishing attempt requiring immediate blocking.
D7644,Malicious,0.85,Email exhibits bank detail update request with high risk role targeted and URL redirect chain detection. Financial modification request targeting high-value users represents business email compromise requiring immediate blocking.
D7645,Malicious,0.85,Email contains VPN/MFA reset request with extremely high metadata suspicious score (0.95) and significant exfiltration behavior (0.92). Credential harvesting with maximum suspicious metadata represents sophisticated attack requiring immediate blocking.
D7646,Malicious,0.90,Email exhibits wire transfer request with reply path known malicious flag URL shortener detection and self-signed SSL certificate. Financial transfer request from confirmed malicious infrastructure represents business email compromise requiring immediate blocking.
D7647,Warning,0.80,Email contains document download request with YARA rule match (1) high behavioral sandbox scores and image only email flag. File download request with suspicious analysis results requires security verification before file access.
D7648,Spam,0.75,Email shows high sender temp email likelihood (0.20) moderate content spam score (0.09) and self-signed SSL certificate with no specific request types. Disposable email characteristics combined with spam indicators suggest bulk messaging campaign.
D7649,Malicious,0.80,Email contains sensitive data request type with high domain reputation and authentication issues. Sensitive information harvesting requests represent clear data theft attempt requiring immediate blocking to prevent unauthorized disclosure.
D7650,Warning,0.75,Email exhibits meeting request with VBScript/JavaScript detection high metadata suspicious score (0.39) and moderate behavioral indicators. Social engineering attempt with malicious script content requires verification before accepting meeting invitations.
D7651,Warning,0.80,Email shows high behavioral sandbox scores (0.17) significant exfiltration behavior (0.51) and moderate metadata suspicious indicators. Suspicious behavioral patterns combined with data exfiltration capability require security attention and monitoring.
D7652,No Action,0.80,Email exhibits minimal threat indicators with moderate domain reputation and no specific request types detected. Despite some authentication failures the absence of suspicious behavioral patterns suggests normal business communication requiring no security intervention.
D7653,Warning,0.80,Email contains legal threat request with high metadata suspicious score (0.37) significant AMSI suspicion score (0.57) and link rewritten through redirector flag. Intimidation tactics combined with suspicious script analysis require security verification.
D7654,Warning,0.75,Email exhibits link click request with YARA rule matches (2) high AMSI suspicion score (0.96) and multiple embedded files (4). Social engineering request with suspicious analysis results requires security verification before link access.
