Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious
D8433,0,0.6102652165165644,0,0.1367590201374007,0,0,0,0.1400760422070352,0,1,0,0,3,0.0219152295970872,0.0012431237912837,0,0,0,0,0.8920285442921102,0,0,4,2.4861174522065124e-38,"[""""]",0,0,0.3902745832683288,0,0,2.129000544405928e-06,0,0.0158025706684212,1.138287201593558e-05,0.0299581626715453,0,0,0,1.0,0,0.3293239309913562,0.8569246,none,0.0155838176631742,0,0,0,0,0.0,0,pass,neutral,fail,1,TLS 1.2,0,0,0,0,0,0.7361944229932499,valid,3.807522055331118e-07,0.4793549220363722,0,1,0
D8434,0,0.8475783765933421,0,0.5500071465124782,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,3.1429546899177124e-06,0,0,0.1213230989948371,0,1.6582339886145672e-06,0.0109576519097191,0.0032995553704801,0,0,0,1.0,0,0.0898618200259135,0.4547877,none,1.6219446717097414e-12,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,4,0,0,0,0,3.374209519425761e-09,valid,0.0801204183083033,0.026510946025138,0,0,0
D8435,0,0.1728497753740761,0,2.3031230579201123e-08,0,0,0,0.7567779961254517,0,0,0,0,0,1.2859970529314017e-07,0.0526907476395648,0,0,0,0,0.8505676012126037,0,1,6,0.0008701054904019,"[""""]",0,0,0.8651728894347374,0,0,0.2367701109573107,0,0.0756340519522668,3.948307141233162e-09,1.295130905055853e-10,0,0,0,0.5,0,0.0252992764232471,0.3426183,legal_threat,6.051984076071768e-07,0,0,0,0,0.0,0,softfail,policy,none,1,TLS 1.3,0,1,0,0,0,0.0668199907676298,valid,0.1352281839498822,1.9140811045837844e-10,0,1,0
D8436,0,7.882573835992754e-10,0,0.0001218184948491,0,0,0,0.0249332270504425,0,0,0,0,1,1.2598540243699538e-06,0.0449183273873797,0,0,0,0,0.8230394869581057,0,1,4,2.7404012632597816e-25,"[""""]",0,0,0.000209137870888,0,0,0.4945942876254596,0,0.0030264823753302,8.787738232957367e-05,0.3507832521090613,0,1,0,1.0,0,0.0162089398910335,0.0649811,link_click,0.0663956887281721,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.3,0,0,0,0,0,0.1492566936186079,expired,4.34294350211696e-07,0.0241005608799412,1,1,0
D8437,0,0.0001442392131525,0,0.0139458233966717,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,1,1.2742855042468344e-17,0,0,0.1279625280607678,0,0.0445895705808153,0.090277327211552,0.6986469365232019,0,0,0,1.0,0,0.0006371831394777,0.5365454,bank_detail_update,0.0495655551519273,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.2,0,0,0,0,0,2.7412143422074592e-05,self signed,0.0008875042557778,4.057392543430651e-06,0,1,0
D8438,0,0.0072838243864669,0,0.1098424583739196,0,0,0,0.0275549726597644,0,0,0,0,0,1.580152969092204e-07,2.1485140014231325e-06,0,0,0,0,0.899335882321749,0,0,4,89.39175674066055,"[""""]",0,0,0.1904885672865678,0,0,0.078934167777964,0,0.0575149093836055,0.0013414578801357,0.0006358687453077,0,0,0,1.0,0,0.6919641711370726,0.7713492,vpn_or_mfa_reset,6.907800192348302e-06,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,0,0,0,0,0,0.0332770567415574,valid,0.9897739413484842,0.0022565283004399,0,1,0
D8439,0,0.0066093171075476,0,2.335119280186337e-13,1,0,0,0.5747206251343667,0,0,0,0,0,0.0968545225009887,6.692957877186647e-08,0,0,0,0,0.2454493986068244,0,3,5,2.3512523393413273e-31,"[""""]",0,0,0.0064407961699272,0,0,0.0006358756560242,0,5.733746229313981e-05,0.1226268284871897,0.4470640704569402,1,0,0,1.0,0,0.0083024751809648,0.8174309,wire_transfer,0.0566935560755429,0,0,1,0,0.0,0,pass,none,temperror,1,TLS 1.3,4,0,0,0,0,2.2311022366378812e-13,valid,0.9474877710320944,0.0005593359861194,0,1,0
D8440,0,0.0036224702333595,0,5.8888983849028064e-08,0,0,1,0.259685191286409,0,0,0,0,0,0.0005212800442899,0.8903106624913191,0,0,0,0,0.0018731990036726,0,1,4,9.584713581516349,"[""""]",0,0,0.0417218976690818,0,0,1.6553498050755764e-05,0,0.0314367033386818,0.1026568267726613,0.0377328705169682,0,1,0,0.0,0,0.0048548353661741,0.9301011,document_download,0.6168604460493913,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.1,0,0,0,0,0,0.0749588841827207,valid,0.0001038339712944,2.19070662427161e-05,0,1,0
D8441,0,0.1279357129647477,0,3.741094047057087e-07,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.5107213929496428e-05,0,0,2.9480294949137507e-05,0,0.0221850442565619,0.2846410748416998,0.0671285715675943,0,0,0,0.5,0,6.654975988243362e-05,0.6979361,none,0.5868140525674066,0,0,0,0,0.0,0,softfail,fail,fail,1,TLS 1.3,0,0,0,1,0,0.0104265206184839,self signed,0.0015184246172065,0.4488134409296643,0,1,0
D8442,0,4.902891230444005e-07,0,0.0013936605026445,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.724961799868308e-05,0,0,0.000957069694965,0,0.0542629844514602,3.699940896856489e-07,0.0002018675883671,0,0,0,0.5,0,9.418266483450372e-15,0.0165428,sensitive_data_request,2.1245791947212427e-21,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,0,0,0,0,0,2.66400673682374e-07,valid,2.2009328795826674e-05,2.224740033456921e-05,0,1,0
D8443,0,0.8043223324394916,0,0.0003021450150754,0,0,0,0.0003533034980558,0,0,0,0,0,0.6403928686661995,1.0913629309647369e-07,0,0,1,0,0.6608039176716312,0,0,4,5.088086987039257e-31,"[""""]",0,0,0.0028781200534932,0,0,0.4758283835678197,0,0.0193110718549532,0.0083707324666625,0.2775445068352842,0,0,0,1.0,0,0.001457049834145,0.4418423,meeting_request,0.7015941892158261,0,0,0,0,0.0,0,pass,pass,fail,1,TLS 1.3,0,0,0,0,0,0.001649702782085,valid,2.448745586151907e-06,0.0076924759920336,0,1,0
D8444,0,1.026893751498984e-05,0,0.4433859538369298,0,0,0,0.3249990219624465,0,0,0,0,0,0.3108951840073324,0.5782221347443839,0,0,0,0,0.8762483513349185,0,0,4,0.0001003922818019,"[""""]",0,0,4.718621268805143e-09,0,0,0.0246774824750215,0,0.4505554448865954,0.2031624032075272,0.7154049343669636,0,0,0,1.0,0,3.643456848388569e-05,0.5351583,none,0.0002176373079609,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.1,0,0,0,0,0,0.0635284612351088,self signed,2.3202738793276512e-06,0.0001343718497536,0,1,0
