Data ID,Classification,Confidence Score,Detailed Justification
D7833,Malicious,0.90,Email contains wire transfer request with high sender temp email likelihood (0.31) high behavioral sandbox score (0.42) and very high AMSI suspicion score (0.92). Financial transfer request with suspicious behavioral analysis represents business email compromise requiring immediate blocking.
D7834,Warning,0.80,Email exhibits document download request with self-signed SSL certificate and high URL rendering behavior score (0.62). File download request with certificate validity concerns requires security verification before file access.
D7835,No Action,0.80,Email shows minimal threat indicators with no specific request types detected and low behavioral scores. Despite some authentication failures the absence of suspicious content patterns suggests normal business communication requiring no security intervention.
D7836,Malicious,0.85,Email contains sensitive data request with return path mismatch and high content spam score (0.87). Sensitive information harvesting with reply redirection represents data theft attempt requiring immediate blocking.
D7837,Warning,0.80,Email exhibits meeting request with high exfiltration behavior score (0.79) and high site visual similarity to brand (0.54). Social engineering with potential brand spoofing requires verification before accepting invitations.
D7838,Malicious,0.95,Email shows any file hash malicious flag with very high metadata suspicious score (0.56) and high exfiltration behavior (0.90). Confirmed malicious file hash represents active threat requiring immediate blocking.
D7839,No Action,0.80,Email exhibits minimal threat indicators with no specific request types and low behavioral scores. Despite some authentication concerns the absence of suspicious behavioral patterns suggests normal communication requiring no security intervention.
D7840,Warning,0.80,Email contains legal threat request with high metadata suspicious score (0.70) and expired SSL certificate. Intimidation tactics with suspicious metadata and certificate validity issues require security verification.
D7841,Warning,0.80,Email exhibits link click request with has executable attachment flag reply path different from sender and high exfiltration behavior (0.85). Social engineering with executable content requires security verification.
D7842,Malicious,0.90,Email contains bank detail update request with SMTP IP known malicious flag. Financial modification request from confirmed malicious infrastructure represents business email compromise requiring immediate blocking.
D7843,Malicious,0.85,Email exhibits VPN/MFA reset request with high behavioral sandbox score (0.52) and AMSI suspicion score (0.27). Credential harvesting represents security threat requiring immediate blocking to prevent unauthorized access.
D7844,Malicious,0.85,Email shows return path known malicious flag with high sender temp email likelihood (0.80) and URL decoded spoof detected. Confirmed malicious infrastructure represents active threat requiring immediate blocking.
D7845,No Action,0.80,Email exhibits minimal threat indicators with high sender temp email likelihood (0.26) but no specific request types. Despite disposable email characteristics absence of suspicious content suggests normal communication.
D7846,No Action,0.75,Email shows minimal threat indicators with no specific request types detected and low behavioral scores. Despite some authentication concerns absence of suspicious behavioral patterns suggests normal communication.
