Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious
D7683,0,0.0077903545035368,0,6.352925035754313e-07,0,0,0,0.0176263918920498,0,0,0,0,0,0.2640978613368767,0.0007577454950301,0,0,1,0,0.671482052666365,0,2,5,0.0369670009165017,"[""""]",0,0,0.0399125346611464,0,0,1.477657759626908e-06,0,1.37127292874508e-05,4.710687502829981e-06,0.1795268327094507,0,0,0,0.0,0,2.8240165808461355e-06,0.8627044,meeting_request,0.1705645219500992,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.0,0,0,0,0,0,0.082543208153957,valid,0.0016222911131502,3.752160005285475e-09,0,1,1
D7684,0,0.0007063532244059,0,0.0245911737258452,0,0,0,0.860767334257945,0,0,0,0,0,0.3936627177940221,0.0011958783782354,0,0,0,0,0.6658895157262127,0,0,7,1.5432628513734637e-11,"[""""]",0,0,0.0032734595598737,0,0,0.0001305552928679,0,0.500800606361836,0.6953102175706313,4.6948462786323e-08,0,0,0,0.5,0,0.0083124844397278,0.1934157,none,7.330628655906506e-06,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,8.02347754963953e-06,valid,0.9220213066694724,8.725172155535927e-07,0,1,0
D7685,0,6.78554464919522e-05,0,1.2212504168649392e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,6.534269435911475e-12,0,0,0.0219471341380652,0,0.2255949477541755,0.107808187122252,0.0128449244945616,0,0,0,1.0,0,0.0064775272970411,0.5324204,none,3.1122843475525654e-13,0,0,0,0,0.0,0,pass,policy,temperror,1,TLS 1.3,1,0,0,0,0,7.413426652193128e-06,valid,0.6455078402822603,0.0099168322659947,0,1,0
D7686,0,0.0079904662277552,0,0.3611937840431486,0,0,0,0.0647789750119719,0,0,0,0,0,0.0151133740884307,0.0020562753979163,0,0,0,0,0.8156906062584671,0,0,7,0.0010666273872138,"[""""]",0,0,0.0019938744477837,0,0,3.0820417416951265e-06,0,0.6928142338459403,0.0158318959608674,0.6066501869641303,0,0,0,1.0,0,0.0030454027381376,0.3241029,legal_threat,1.148891025123084e-13,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.3,3,0,0,0,0,0.0070217244677636,self signed,0.0002528668839179,0.194640615083721,0,1,0
D7687,0,0.6505825673288473,0,0.0031754450887829,0,0,0,0.0016875876794594,0,0,0,0,0,0.5628062454405957,0.1085775303929948,0,0,0,0,0.4817365532790271,1,2,4,2.9398760926462757e-16,"[""""]",0,1,0.1565686499503137,0,0,0.0043668719740014,0,0.1217242310352351,0.0197332730376873,1.1513672029146096e-07,0,0,0,0.0,0,4.9138576719529175e-08,0.0192937,link_click,0.0179525942946912,0,0,0,0,0.0,0,softfail,none,temperror,1,TLS 1.1,0,0,0,0,0,0.7193392063621447,valid,7.724314809131694e-06,7.777702914464814e-06,0,1,0
D7688,0,3.4069393896482564e-07,0,1.1491852375784965e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0288931986993691,0,0,0.0001711199943963,1,0.0438496162721404,7.008572771757781e-05,0.0005892259862868,0,0,0,0.5,0,0.6785189108124541,0.5106489,bank_detail_update,4.580455288372433e-08,0,0,0,0,0.0,1,pass,fail,temperror,1,TLS 1.2,2,0,0,0,0,2.001353223997453e-09,valid,0.0096498187339052,1.5731305717275742e-10,0,1,0
D7689,0,0.1384703236931292,0,0.0004125441210629,0,0,0,0.1431628993037358,0,0,0,0,0,0.00512534075916,0.3744612703393114,0,0,0,1,0.4892468638959422,0,0,4,1.7683389945309813e-44,"[""""]",0,0,0.000184349328986,0,0,0.0005204353397951,0,0.3629200929958069,0.215999250844352,2.108456397219957e-05,0,0,0,1.0,0,1.928371588640195e-07,0.3648376,vpn_or_mfa_reset,0.0673964798719545,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.3,2,0,0,0,0,3.373513526111976e-06,valid,0.0133222357461554,0.0005090450648583,0,1,0
D7690,0,0.5036415836733567,0,4.25786159610667e-05,0,0,0,0.1442674551192543,0,0,0,0,0,0.1698234436856789,0.0331931710881079,0,0,0,0,0.6155583511065017,0,0,4,1.981946839157002e-31,"[""""]",0,0,0.0016570487093645,0,0,1.6323073986398116e-06,0,0.1835322655463605,0.0023068459320934,0.3724009477912092,0,0,0,1.0,0,0.2418703942385263,0.6391759,wire_transfer,2.183707343805933e-05,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.3,0,0,0,0,0,2.995371238413471e-06,mismatch,0.0008084279612763,2.2023807651759603e-09,0,1,0
D7691,0,0.0023635550800663,0,0.0145977387194682,0,0,0,0.0312331000939839,0,0,0,0,0,4.551227413110714e-05,0.3115117297782451,0,0,0,0,0.6937924375578092,0,0,5,4.015266463745819e-40,"[""""]",0,0,0.0686510871244572,0,0,9.418250709148508e-05,0,2.251366760173809e-05,0.4023800070671104,0.5813503583553221,1,0,0,1.0,0,7.768939245800896e-07,0.3510819,document_download,6.456016245176772e-07,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.0,1,0,0,0,0,0.0574347360549094,self signed,0.0030219536076305,1.1803339427542238e-16,0,1,0
D7692,0,6.6798919916183794e-09,0,0.0004954669445244,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",1,0,2.6606464713135454e-07,0,0,1.6617794423925797e-14,1,0.0439880799763825,0.0020961756895917,0.0001380029970326,0,0,0,1.0,0,1.1275305403024628e-15,0.7622796,none,0.740820990594549,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,0,0,0,0,0,0.4717163114342738,expired,6.176405597850228e-23,8.64242426879824e-05,0,1,0
