Data ID,Classification,Confidence Score,Detailed Justification
D7683,Warning,0.80,Email contains meeting request with ActiveX objects detected and high exfiltration behavior score (0.67). ActiveX controls can execute code while social engineering meeting requests require verification before accepting invitations or allowing code execution.
D7684,Malicious,0.95,Email exhibits extremely high site visual similarity to known brand (0.92) with very high metadata suspicious score (0.86) and significant exfiltration behavior (0.67). Visual brand spoofing combined with suspicious metadata represents sophisticated phishing attack requiring immediate blocking.
D7685,No Action,0.80,Email exhibits minimal threat indicators with very low behavioral scores and no specific request types detected. Authentication shows policy issues but absence of suspicious content patterns suggests normal communication requiring no security intervention.
D7686,Warning,0.75,Email contains legal threat request with high sender temp email likelihood (0.36) self-signed SSL certificate and moderate exfiltration behavior (0.82). Intimidation tactics from disposable email with certificate validity concerns require security verification.
D7687,Malicious,0.90,Email contains link click request with return path known malicious flag and exploit pattern detected. Social engineering request from confirmed malicious infrastructure with exploit indicators represents active threat requiring immediate blocking.
D7688,Malicious,0.90,Email exhibits bank detail update request with SMTP IP known malicious flag. Financial modification request from confirmed malicious infrastructure represents business email compromise requiring immediate blocking to prevent payment redirection.
D7689,Malicious,0.85,Email contains VPN/MFA reset request with any network call on open detected and moderate behavioral scores. Credential harvesting with automatic network connection capability represents security threat requiring immediate blocking to prevent unauthorized access.
D7690,Malicious,0.90,Email exhibits wire transfer request with SSL certificate mismatch and high exfiltration behavior score (0.62). Financial transfer request with certificate validity issues and data exfiltration capability represents business email compromise requiring immediate blocking.
D7691,Malicious,0.85,Email contains document download request with domain known malicious flag self-signed SSL certificate and high exfiltration behavior (0.69). File download from confirmed malicious domain represents malware delivery requiring immediate blocking.
D7692,Malicious,0.85,Email shows high content spam score (0.74) with SMTP IP known malicious flag and expired SSL certificate. Confirmed malicious SMTP infrastructure represents active threat requiring immediate blocking.
D7693,Malicious,0.80,Email exhibits sensitive data request with SSL certificate mismatch and moderate behavioral scores. Sensitive information harvesting with certificate validity concerns represents data theft attempt requiring immediate blocking.
D7694,Warning,0.80,Email contains meeting request with high reply path reputation score (0.82) and moderate behavioral indicators. Social engineering attempt with reputation concerns requires verification before accepting meeting invitations.
D7695,Warning,0.75,Email shows YARA rule matches (6) with very high exfiltration behavior score (0.96) and authentication failures. Multiple security analysis hits with data exfiltration capability require security attention and monitoring.
D7696,Malicious,0.95,Email exhibits final URL known malicious flag. Direct connection to confirmed malicious URLs represents phishing or drive-by attack requiring immediate blocking to prevent user compromise.
D7697,Malicious,0.85,Email contains legal threat request with return path known malicious flag and self-signed SSL certificate. Intimidation tactics from confirmed malicious infrastructure represent social engineering attack requiring immediate blocking.
D7698,Warning,0.80,Email shows total components detected malicious (2) with macro enabled document and high metadata suspicious score (0.73). Malicious components with macro content require security verification before document processing.
D7699,Malicious,0.85,Email exhibits bank detail update request with high sender temp email likelihood (0.60) and multiple links (4). Financial modification request from disposable email with link proliferation represents business email compromise requiring immediate blocking.
D7700,Malicious,0.90,Email contains VPN/MFA reset request with has executable attachment flag and high exfiltration behavior score (0.68). Credential harvesting with executable content represents security threat requiring immediate blocking to prevent unauthorized access.
D7701,Malicious,0.90,Email exhibits wire transfer request with macro enabled document VBScript/JavaScript detection and high exfiltration behavior (0.90). Financial transfer request represents business email compromise requiring immediate blocking.
